131,1493,统一来一桶卤肉面,3.80
132,1495,统一来一桶酸菜鱼面,3.80
133,1497,统一卤肉面桶装,3.80
134,1498,百醇草莓味,6.00
135,1499,百醇红酒巧克力味（48g）,6.00
136,1500,百醇柠檬挞味48g,6.00
137,1501,百醇牛奶味（48g）,6.00
138,1502,百醇巧克力味（48g）,6.00
139,1503,百力滋抹茶香草味,4.00
140,1504,百力滋白脱味65g,4.00
141,1505,百力滋微辣比萨味,4.00
142,1506,百力滋草莓牛奶味,4.00
143,1507,百力滋焦糖黄油味,5.00
144,1508,百力滋蓝莓芝士味,4.00
145,1509,百力滋奶油香草,4.00
146,1510,百力滋培根芝士味,5.00
147,1511,百力滋巧克力味,4.00
148,1512,百力滋色拉味,4.00
149,1514,百力滋特浓番茄60g,4.00
150,1515,百力滋微辣虾味,4.00
151,1516,格力高百奇48g欧韵奶茶味,7.80
152,1517,格力高百奇蜜桃味55g,5.00
153,1518,格力高百奇草莓味,5.00
154,1519,格力高百奇超细草莓味,6.10
155,1520,格力高百奇超细牛奶味55g,6.10
156,1521,格力高百奇蓝莓树莓味55g,5.00
157,1522,格力高百奇抹茶味,5.00
158,1523,格力高百奇牛奶味,5.00
159,1524,格力高百奇巧克力,5.00
160,1525,格力高百奇双重巧克力味,5.00
161,1526,格力高百奇杏仁脆巧克力味,7.80
162,1527,好吃点香脆杏仁饼,3.60
163,1528,好吃点,3.60
164,1529,好吃点,3.60
165,1530,旺旺仙贝520g,24.00
166,1531,旺旺仙贝52g,4.30
167,1532,旺旺仙贝物语-60g,6.20
168,1533,旺旺雪饼520g,24.00
169,1534,旺旺雪饼84g,5.30
170,1537,小王子麦烧龙虾味（100g）,2.30
171,1538,小王子麦烧麻香味（100g）,2.30
172,1539,奥利奥巧克力夹心,6.00
173,1540,奥利奥原味夹心,6.00
174,1541,卡夫王子饼干草莓味120g,4.20
175,1542,卡夫王子饼干牛奶味120g,4.20
176,1543,卡夫王子饼干巧克力味120g,4.20
177,1544,盼盼家庭号,3.80
178,1545,桃李-豆沙面包（5个装）170g,3.60
179,1546,桃李-铜锣烧70g,3.30
180,1547,德芙80克丝滑巧克力,12.50
181,1548,德芙80克黑巧克力,12.50
182,1549,德芙80克榛仁巧克力,12.50
183,1550,德芙80g榛仁、巴旦木及葡萄干巧克力,12.50
184,1551,德芙43g榛仁巧克力,7.50
185,1552,德芙43g奶香白巧克力,7.50
186,1553,德芙43g丝滑牛奶巧克力,7.50
187,1554,德芙43g香浓黑巧克力43克,7.50
188,1555,德芙43g榛仁、巴旦木及葡萄干巧克力,7.50
189,1556,士力架70g,5.50
190,1557,士力架51g,4.20
191,1558,士力架35g,3.50
192,1559,益达木糖醇哈密瓜,9.50
193,1560,益达木糖醇草莓,9.50
194,1561,益达木糖醇香橙,9.50
195,1562,益达木糖醇清新西柚味,9.50
196,1569,春光特制椰子糖228g,13.00
197,1570,春光120克特浓传统椰子糖,6.00
198,1571,春光传统椰子糖-120g,6.00
199,1572,春光传统椰子糖特浓228g,13.00
200,1573,百诺英式麦丽素（黑巧克力）,11.50
201,1574,百诺英式麦丽素（牛奶）,11.50
202,1576,阿尔卑斯牛奶硬糖原味-150g,8.30
203,1578,阿尔卑斯（硬糖）树莓牛奶,1.80
204,1579,阿尔卑斯（硬糖）鲜橙牛奶,1.80
205,1580,阿尔卑斯（硬糖）葡萄牛奶,1.80
206,1581,阿尔卑斯（硬糖）草莓牛奶,1.80
207,1583,维维嚼益嚼蓝莓味-27g,4.80
208,1584,维维嚼益嚼巧克力-27g,4.80
209,1587,曼可顿-皇冠面包,9.20
210,1588,曼可顿超醇薄片切片面包（400g）,9.20
211,1589,曼可顿-黄金蛋糕巧克力味（170g）,8.80
212,1590,曼可顿-黄金蛋糕,8.70
213,1591,曼可顿-超级奶棒面包240g,8.00
214,1592,曼可顿-牛奶三文治芝士,7.50
215,1593,曼可顿-粗粮吐司,7.50
216,1595,曼可顿奶黄软餐包210g,6.50
217,1599,曼可顿-全麦（310g）,5.90
218,1600,曼可顿-咸香（310g）,5.70
219,1601,曼可顿-甜香（310g）,5.70
220,1603,曼可顿手撕包120g,5.40
221,1604,曼可顿黄油麻薯80g,5.40
222,1606,曼可顿-美味方香橙提子,3.90
223,1607,曼可顿-美味方红豆,3.90
224,1608,曼可顿-美味方巧克力,3.90
225,1609,曼可顿-牛奶味蒸蛋糕70g,3.90
226,1610,曼可顿皇冠面包奶皇味（80g）,3.50
227,1611,曼可顿超醇切片面包100g,3.00
228,1612,曼可顿-超级奶棒80g,3.00
229,1613,曼可顿夹馅蛋糕豆沙味65g,3.00
230,1614,曼可顿夹馅蛋糕奶黄味65g,3.00
231,1615,曼可顿-松软面包原味70g,3.00
232,1616,曼可顿-松软蛋糕枣泥味70g,3.00
233,1617,曼可顿-手撕包65g,2.80
234,1619,曼可顿-红豆面包68g,2.10
235,1620,曼可顿-椰蓉面包68g,2.10
236,1621,桃李-全麦醇熟切片面包400g,8.50
237,1622,桃李-奶棒面包（六根装）240g,8.00
238,1623,桃李-手撕面包135g,5.50
239,1624,桃李-日式三明治面包（花生）100g,5.20
240,1625,桃李-日式三明治面包（草莓）100g,5.00
241,1626,桃李-轻乳酪蒸蛋糕90g,5.00
242,1627,桃李-香松蛋糕90g,4.80
243,1628,桃李-瑞士卷蛋糕110g,4.80
244,1629,桃李-松之雪夹心蛋糕110g,4.80
245,1630,桃李-起酥面包100g,3.80
246,1632,桃李-天然酵母面包牛奶蛋羹味75g,3.60
247,1633,桃李天然酵母面包巧克力味-75g,3.60
248,1634,桃李-雪之语奶香红豆双馅面包90g,3.40
249,1636,特仑苏-有机纯牛奶,6.00
250,1637,特仑苏-低脂调制乳,5.50
251,1638,光明莫斯利安酸牛奶,5.50
252,1639,维他柠檬茶-500ml,5.50
253,1640,金典纯牛奶盒装250ml,5.40
254,1641,特仑苏-纯牛奶,5.20
255,1642,伊利舒化奶250ml,4.50
256,1643,舒化无乳糖牛奶,4.50
257,1645,伊利安慕希原味-205g,5.00
258,1646,现代牧场-纯牛奶250ml,4.50
259,1647,蒙牛-奶特清新香草牛奶,4.20
260,1648,蒙牛-奶特香蕉牛奶,4.20
261,1649,蒙牛-奶特浓情朱古力,4.20
262,1651,伊利纯牛奶盒装250ml,3.50
263,1654,伊利谷粒多（牛奶红豆红米花生）,3.30
264,1655,光明纯牛奶 盒,3.00
265,1656,伊利纯牛奶袋装240ml,2.90
266,1657,蒙牛-纯牛奶袋装,2.90
267,1658,蒙牛-高钙牛奶（包）240ml,2.80
268,1659,蒙牛-早餐奶核桃味单包,2.70
269,1660,*蒙牛-早餐奶麦香味单包,2.70
270,1661,维他奶原味,2.50
271,1662,维他奶巧克力奶,2.50
272,1663,维他奶黑豆奶（250ml）,2.50
273,1664,维他奶香草味,2.50
274,1665,百事可乐,2.80
275,1666,红牛,6.00
276,1667,好丽友友趣 韩国泡菜味,8.00
277,1668,乐事桶滋滋烤肉味,8.00
278,1670,乐事桶田园番茄味,8.00
279,1671,乐事（40g）忠于原味,3.00
280,1672,乐事（40g）嗞嗞烤肉,3.00
281,1673,乐事（40g）鲜浓番茄味,3.00
282,1675,好丽友呀土豆滋香烤鸡味40g,3.50
283,1676,好友趣多汁牛排味45g,3.50
284,1677,好丽友友趣 韩国泡菜味,3.50
285,1720,呀土豆番茄酱味,5.50
286,1721,好丽友蛋黄派（23g*6）,10.50
287,1722,好丽友派2枚装,3.20
288,1723,好丽友派6枚装,8.80
289,1724,好丽友提拉米苏6枚,9.50
290,1725,好丽友Q蒂摩卡巧克力蛋糕,10.40
291,1726,好丽友Q蒂摩卡巧克力味蛋糕,3.50
292,1728,好丽友蛋黄派（23g*2）,3.30
293,1730,好丽友Q蒂摩卡巧克力-（榛子）（28g*6）,10.40
294,1731,猫耳朵,2.00
295,1732,蜗牛派（120g）,2.00
296,1735,小王子鲜贝酥香辣味,2.00
297,1736,诚缘锅巴香辣味,2.00
298,1740,乐事（40g）经典原味,3.00
299,1741,乐事（40g）鸡汁番茄味40g,3.00
300,1742,乐事（40g）黄瓜味,3.00
301,1743,乐事（40g）德克萨斯烧烤味,3.00
302,1744,乐事（40g）香浓红烩味40g,3.00
303,1745,乐事（40g）麻辣锅味,3.00
304,1746,大波浪薯片辛辣味,5.50
305,1747,呀土豆蜂蜜黄油味,6.10
306,1748,上好佳（45g）巧滋圈豆奶味,3.00
307,1749,上好佳（45g）巧滋圈巧克力味,3.00
308,1750,上好佳可可甜心巧克力夹心,3.00
309,1751,上好佳可可甜心红豆夹心,3.00
310,1752,上好佳可可甜心香芋味,3.00
311,1753,上好佳（40g）粟米条朱古力口味,3.00
312,1754,上好佳（40g）栗米条草莓40克,3.00
313,1755,上好佳黄瓜口味,3.00
314,1756,上好佳（40g）鲜虾条,3.00
315,1757,上好佳（40g）鲜虾条辣味,3.00
316,1758,上好佳脆一花生海苔味,3.00
317,1759,上好佳（40g）芝士条40克,3.00
318,1760,上好佳（40g）荷兰豆味40克,3.00
319,1761,上好佳（40g）田园泡玉米口味,3.00
320,1762,上好佳（90g）玉米味,5.00
321,1763,上好佳鲜虾片,5.00
322,1764,上好佳（90g）芝士味,5.00
323,1765,上好佳（40g）番茄味薯条,3.00
324,1766,上好佳田园薯片-50g,3.00
325,1767,上好佳（40g）薯片番茄味40克,3.00
326,1768,上好佳红脆豆,3.00
327,1769,清风超质感手帕纸10+2装,7.20
328,1770,清风原木手帕纸,0.60
329,1771,清风原木手帕纸18包装,10.80
330,1773,结云手帕纸18包,9.00
331,1774,清风超质感200抽,4.80
332,1775,清风超质感三包装,14.40
333,1776,清风原木200抽,4.50
334,1777,清风原木200抽3包装,13.50
335,1778,清风绿茶抽纸,4.00
336,1779,清风抽式面纸3包装,12.00
337,1780,清风原木150抽,3.00
338,1781,清风原木3+1超值装150抽,12.00
339,1783,清风大容量经济装200抽3连包,10.50
340,1786,维达超韧纸巾130抽,3.50
341,1787,维达超韧纸巾130抽*6,21.00
342,1788,洁云原茶清韵200抽,3.50
343,1789,洁云原茶清韵200抽,21.00
344,1790,清风印花3层,2.50
345,1791,清风卷筒纸超质感,2.80
346,1792,清风原木卷纸,2.50
347,1793,心相印绿茶湿纸巾10片,4.20
348,1794,心心相印湿巾,4.20
349,1795,心心相印温和洁肤,4.20
350,1797,七度空间迷你,11.00
351,1798,七度空间超薄夜用,0
352,1799,七度空间女生护垫,4.70
353,1800,七度空间少女夜用8片,9.50
354,1801,七度空间公主系列夜用5片,0
355,1802,七度空间优雅系列夜用8片,0
356,1803,七度空间优雅系列10片夜用,9.00
357,1804,清扬活炭净爽-400+160ml,45.00
358,1806,清扬男士去屑洗发露优惠装（400+160ml）,45.00
359,1807,清扬优惠装,45.00
360,1812,力士密集滋养修护柔亮洗发乳（400+160ml）,40.00
361,1813,力士水润丝滑400+160ml,40.00
362,1814,力士沐浴露优惠装（400+180ml）,25.00
363,1816,多芬日常损伤理护去屑400ml,37.00
364,1818,多芬日常损伤理护去屑洗发乳200ml,24.00
365,1821,力士去屑洗发水200ml,23.00
366,1823,力士柔亮洗发乳400ml,35.00
367,1825,潘婷丝质顺滑洗发露400ml,38.00
368,1827,潘婷丝质顺滑洗发露,22.00
369,1828,海飞丝海洋活力,25.00
370,1829,海飞丝洗发乳护根防掉发型,0
371,1830,海飞丝丝质柔滑,25.00
372,1831,海飞丝怡神冰凉,25.00
373,1832,海飞丝400,45.00
374,1833,400海飞丝,45.00
375,1836,清扬男士洗发水活炭净爽型-400ml,45.00
376,1837,清扬男士去屑洗发露活力薄荷200ml,26.00
377,1838,清扬男士去屑洗发露多效水润200ml,26.00
378,1840,舒肤佳沐浴乳薰衣草味400ml,23.00
379,1844,舒肤佳沐浴乳维E健肤,14.00
380,1848,舒肤佳薄荷舒爽沐浴露,14.00
381,1849,舒服佳芦荟柔肤沐浴露,14.00
382,1850,多芬沐浴露200ml,18.00
383,1851,多芬沐浴露-200ml,18.00
384,1853,多芬沐浴露,18.00
385,1854,飘柔长效柔顺去屑400ml,20.00
386,1855,飘柔家庭护理洗发露,9.90
387,1856,飘柔长效洁顺水润,9.90
388,1858,飘柔长效黑亮190ml,9.90
389,1859,飘柔长效止痒190ml,9.90
390,1860,飘柔长效清爽去屑190ml,9.90
391,1862,六神沐浴露400芦荟,20.00
392,1863,六神沐浴露450冰片,20.00
393,1864,六神沐浴露450ml,20.00
394,1865,六神沐浴露（冰凉）,9.00
395,1866,六神沐浴露,9.00
396,1867,六神沐浴露（清新）,9.00
397,1868,蜂花小麦蛋白护发素450mL,10.00
398,1869,蜂花蚕丝营养护发素450ml,10.00
399,1877,妮维雅男士洁面乳,33.50
400,1878,沐浴花,5.00
401,1880,拉芳润肤洗手液柠檬（500g）,8.00
402,1881,拉芳多姿润肤洗手液500g,8.00
403,1882,夏士莲滋养倍润型,4.80
404,1883,六神绿茶+甘草清凉香皂,4.60
405,1884,六神新七白方美白香皂,4.60
406,1885,六神清爽香皂,4.60
407,1886,六神金盏菊香皂,4.60
408,1887,六神百合香皂,4.60
409,1888,舒肤佳柠檬清新型,5.40
410,1889,舒肤佳金银花自然爽洁香皂,5.40
411,1890,舒肤佳苦艾本草益肤香皂,5.40
412,1891,上海硫磺皂125g,3.50
413,1892,佳洁士(强根固齿)90克,4.00
414,1893,佳洁士草本水晶（90g）,4.00
415,1894,佳洁士茶洁牙膏,4.00
416,1895,佳洁士盐白牙膏（90g）,4.50
417,1897,黑人超白牙膏140g,15.00
418,1898,黑人牙膏抗菊龙井  140g,15.00
419,1899,黑人茶倍健龙井薄荷140g,15.00
420,1900,黑人牙膏140g,15.00
421,1901,黑人茶倍健龙井绿茶牙膏140g,15.00
422,1902,黑人茶倍健牙膏,8.50
423,1903,黑人茶倍健杭菊龙井牙膏,8.50
424,1904,黑人双重薄荷牙膏,8.00
425,1905,黑人茶倍建薄荷牙膏,8.50
426,1906,中华双钙防蛀牙膏-90g,7.50
427,1907,中华中草药90g,7.50
428,1908,中华多效+护龈-90g,0
429,1909,上海防酸牙膏清新留兰香型,3.50
430,1910,上海防酸牙膏178g,8.50
431,1912,高露洁牙膏超强90g,5.00
432,1913,高露洁-防蛀美白,0
433,1914,高露洁牙膏草本90g,4.00
434,1915,男子汉男士专用牙刷,6.00
435,1918,佳洁士牙刷,5.00
436,1919,黑人双效护龈牙刷,5.00
437,1920,中华多效亮白,7.50
438,1921,光明健能,4.30
439,1922,光明畅优酸奶,4.30
440,1923,光明牛奶,4.30
441,1924,卫龙大面筋,0
442,1925,卫龙大面筋,3.20
443,1926,咪咪世界,0.50
444,1927,卫龙牛味棒,0.50
445,1928,卫龙亲嘴烧,0.50
446,1929,卫龙小面筋,0.50
447,1930,雀巢咖啡（听）特浓,3.50
448,1931,雀巢听咖啡香浓,3.50
449,1932,雀巢咖啡（听）香滑,3.50
450,1933,火咖意式香浓拿铁,3.30
451,1934,火咖意式倍醇拿铁,0
452,1935,雅哈意式经典咖啡,6.00
453,1936,雀巢咖啡1+2原味（7条*15克）,10.00
454,1937,雀巢咖啡1+2原味15克,1.50
455,1938,纯萃乳香拿铁咖啡16克,0
456,1939,纯萃喝经典原味即溶咖啡-16g,0
457,1941,雅哈Hey cool 浓咖啡饮料,8.00
458,1942,雅哈Hey smooth 浓咖啡饮料,8.00
459,1943,三得利利趣拿铁,5.50
460,1944,三得利利趣美式咖啡-480ml,5.50
461,1945,火咖（意式拿铁咖啡440ML）,4.20
462,1946,统一（450ml）雅哈冰咖啡,4.50
463,1947,味全-活性乳酸菌草莓味435ml,5.50
464,1948,味全-活性乳酸菌原味435ml,5.50
465,1949,味全-果粒优酪乳草莓味180g,5.00
466,1950,味全每日C果纤橙汁300ml,6.00
467,1951,味全-果粒优酪乳醇正麦香180g,5.00
468,1952,味全-果粒优酪乳凤梨口味180g,5.00
469,1953,味全-果粒优酪乳蓝莓桑椹果180g,5.00
470,1954,味全-果粒优酪乳猕猴桃苹果味180g,5.00
471,1955,味全-每日C橙汁300ml,6.00
472,1956,味全-每日C胡萝卜汁300ml,6.00
473,1957,味全-每日C苹果汁300ml,6.00
474,1958,味全-每日C葡萄柚果疏汁300ml,6.00
475,1959,味全-每日C葡萄汁300ml,6.00
476,1960,味全燕麦牛奶400g,7.00
477,1961,味全-优酪乳芦荟味190g,5.10
478,1962,味全紫米牛奶400g,7.00
479,1963,油淋蹄筋王,2.70
480,1964,妙味轩麻辣串串香,2.50
481,1965,东旺顶牛开心曲奇味110g,3.00
482,1966,聚福斋相思卷,2.50
483,1967,聚褔斋豆角干,2.50
484,1968,聚福斋,0
485,1969,麦动酸菜棒辣条100g,2.50
486,1970,翻天娃素烧牛排味108g,2.90
487,1971,聚福斋巴西牛排味,2.50
488,1972,聚福斋铁板牛肉片,2.50
489,1973,聚福斋鸡汁麻辣串,2.50
490,1974,妙味轩野山椒粒粒香100g,2.50
491,1975,妙味轩素羊肉串,2.50
492,1976,祖名炭烧味臭豆腐100g,5.10
493,1977,香香嘴卤制豆腐干卤香味75g,4.00
494,1978,香香嘴卤制豆腐干麻辣味75g,4.00
495,1979,有友猪皮90g,7.00
496,1980,有友泡凤爪180g,12.00
497,1981,有友泡凤爪100g,7.00
498,1982,香泉泡凤爪,3.00
499,1983,金厨娘盐焗鸭掌100g,5.30
500,1984,吉香居-罗卜干,2.20
501,1985,吉香居-海带丝,2.20
502,1986,无穷盐焗鸡蛋,2.00
503,1987,民茂牛板筋（25g）,2.50
504,1988,乡巴佬蛋,1.00
505,1989,野山椒泡凤爪32g,1.20
506,1990,劲仔豆干麻辣味-25g,1.00
507,1991,劲仔豆干香辣味-25g,0
508,1992,劲仔豆干盐焗味-25g,1.00
509,1993,劲仔豆干泡椒味-25g,1.00
510,1994,劲仔豆干酱香味,1.00
511,1995,劲仔小鱼香辣小鱼-15g,1.00
512,1996,劲仔小鱼酱汁小鱼-15g,1.00
513,1997,劲仔小鱼卤香味,1.00
514,1998,劲仔小鱼糖醋小鱼-15g,1.00
515,1999,劲仔小鱼麻辣小鱼-15g,1.00
516,2000,老干妈油辣椒,9.50
517,2001,金锣香辣脆脆肠,1.20
518,2002,金锣玉米热狗肠,0
519,2003,双汇热狗肠（香辣香脆肠）（35g）,1.10
520,2004,双汇热狗肠（玉米肠）（40g）,1.10
521,2005,台式烤香肠香辣口味,2.40
522,2006,双汇台式烤香肠（40g）,2.40
523,2007,*台式烤香肠,2.40
524,2008,Q趣（蘑菇风味）,0
525,2009,双汇Q趣（香辣风味）（95g）,2.20
526,2010,Q趣（玉米风味香肠）,2.20
527,2011,双汇马可波罗特级火腿肠,3.50
528,2012,单支润口香甜王,1.50
529,2013,双汇泡面拍档45g,1.40
530,2014,双汇王中王70g,2.20
531,2015,金锣金锣福火腿肠70g,1.50
532,2020,金锣Q香蘑菇味,0
533,2021,鱼肉火腿肠,1.60
534,2022,泡面拍档30g*9,7.00
535,2025,弹脆（30g*8）,8.50
536,2027,麦吉士核桃小酥200g,16.50
537,2028,光明蛋黄切片蛋糕抹茶味,11.50
538,2029,光明蛋黄切片蛋糕原味,11.50
539,2030,盈享法国西梅大,5.00
540,2031,小浣熊意式红烩味,2.50
541,2032,小浣熊日式芥末三文鱼味,2.50
542,2033,美极鸡茸玉米土豆泥,6.40
543,2034,立顿绝品醇台式冻顶乌龙风味奶茶21g,1.50
544,2036,绿箭薄荷瓶装,9.00
545,2037,绿箭薄荷味5片装,1.50
546,2038,绿箭黑加仑子味压片糖果,8.60
547,2040,绿箭留兰香薄荷味压片糖果,8.60
548,2041,绿箭绿茶薄荷味5片装,1.50
549,2042,绿箭柠檬草薄荷味5片装,1.50
550,2044,绿箭原味薄荷味压片糖果,8.60
551,2045,全脂型牛奶片,3.50
552,2048,上好佳薄荷味硬糖,3.20
553,2049,天喔盐津葡萄,3.60
554,2050,天喔盐津桃肉40g,0
555,2055,旺仔QQ糖草莓味70g,3.00
556,2056,旺仔QQ糖可乐味70g,3.00
557,2057,旺仔QQ糖荔枝味70g,3.00
558,2058,旺仔小馒头16g,1.00
559,2061,天喔盐津贵妃杨梅,3.00
560,2062,益达12片装薄荷味,5.00
561,2064,益达12片装热带水果味,6.00
562,2065,盈享柠檬片小,2.70
563,2066,盈享水蜜桃小,2.70
564,2067,盈享西梅小,2.70
565,2068,盈享杨梅-34g,2.70
566,2069,盈享樱桃味李果小,2.70
567,2070,优乐美麦香味奶茶80g杯装,3.00
568,2071,优乐美奶茶原味奶茶80g杯装,3.00
569,2072,优乐美香芋味奶茶80g杯装,3.00
570,2073,5糖口香糖薄荷味 32g*12,5.00
571,2074,5糖口香糖蓝莓,5.00
572,2075,5糖口香糖西瓜味,5.00
573,2076,M&amp;MS豆人顶盖牛奶,0
574,2077,MM牛奶巧克力,4.50
575,2078,MM牛奶糖花生,4.50
576,2079,阿尔卑斯棒棒糖单支草莓牛奶味,0.50
577,2080,阿尔卑斯棒棒糖单支柠檬味,0.50
578,2083,不二家棒棒糖50g,5.70
579,2084,彩虹糖120g,9.50
580,2085,彩虹糖酸劲味,3.80
581,2086,彩虹糖原果味,3.80
582,2087,脆脆鲨4条装牛奶味,4.50
583,2088,脆脆鲨4条装巧克力味,4.50
584,2089,脆香米24g,0
585,2090,大白兔奶糖红豆味,12.50
586,2091,大白兔奶糖清凉味,12.50
587,2092,大白兔奶糖酸奶味,12.50
588,2093,大白兔奶糖原味,12.50
589,2094,方正山楂片,1.00
590,2095,甘汁园女生红糖180g（15g*12包）,25.00
591,2096,冠生园奶油话梅糖（168g）,0
592,2097,荷氏-C缤纷杂果,0
593,2098,荷氏特强薄荷味,2.00
